,query_name,node_info,depth,is_bushy,x,y,x',y',z,extra_info
14,/Users/kerenhuang/join-order-benchmark/10c.sql,HASH_JOIN,4,False,36242603,4443006,36242603,596250,782104,"INNER
movie_id = movie_id

[INFOSEPARATOR]
EC: 5684
"
15,/Users/kerenhuang/join-order-benchmark/10c.sql,HASH_JOIN,3,False,4443004,2,596250,2,596250,"INNER
company_type_id = id

[INFOSEPARATOR]
EC: 2615
"
16,/Users/kerenhuang/join-order-benchmark/10c.sql,HASH_JOIN,2,False,1749032,2693972,1749032,1153798,596250,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 2615
"
17,/Users/kerenhuang/join-order-benchmark/10c.sql,HASH_JOIN,1,False,2609129,84843,2609129,84843,1153798,"INNER
company_id = id

[INFOSEPARATOR]
EC: 17245
"
18,/Users/kerenhuang/join-order-benchmark/11a.sql,HASH_JOIN,7,False,1,1373323,1,330,310,"INNER
id = company_type_id

[INFOSEPARATOR]
EC: 0
"
19,/Users/kerenhuang/join-order-benchmark/11a.sql,HASH_JOIN,6,False,234997,1138326,234997,705,330,"INNER
id = company_id

[INFOSEPARATOR]
EC: 0
"
20,/Users/kerenhuang/join-order-benchmark/11a.sql,HASH_JOIN,5,False,99876,1038450,99876,152,705,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 0
"
21,/Users/kerenhuang/join-order-benchmark/11a.sql,HASH_JOIN,4,False,910581,127869,910581,199,152,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 0
"
22,/Users/kerenhuang/join-order-benchmark/11a.sql,HASH_JOIN,3,False,17,127852,17,251,199,"INNER
id = link_type_id

[INFOSEPARATOR]
EC: 0
"
23,/Users/kerenhuang/join-order-benchmark/11a.sql,HASH_JOIN,2,False,29997,97855,29997,46,251,"INNER
movie_id = movie_id

[INFOSEPARATOR]
EC: 0
"
24,/Users/kerenhuang/join-order-benchmark/11a.sql,HASH_JOIN,1,False,97854,1,97854,1,46,"INNER
keyword_id = id

[INFOSEPARATOR]
EC: 4523930
"
25,/Users/kerenhuang/join-order-benchmark/11b.sql,HASH_JOIN,7,False,1,509325,1,56,14,"INNER
id = keyword_id

[INFOSEPARATOR]
EC: 0
"
26,/Users/kerenhuang/join-order-benchmark/11b.sql,HASH_JOIN,6,False,97854,411471,97854,14,56,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 0
"
27,/Users/kerenhuang/join-order-benchmark/11b.sql,HASH_JOIN,5,False,1,411470,1,14,14,"INNER
id = company_type_id

[INFOSEPARATOR]
EC: 0
"
28,/Users/kerenhuang/join-order-benchmark/11b.sql,HASH_JOIN,4,False,234997,176473,234997,21,14,"INNER
id = company_id

[INFOSEPARATOR]
EC: 0
"
29,/Users/kerenhuang/join-order-benchmark/11b.sql,HASH_JOIN,3,False,99876,76597,99876,7,21,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 1
"
30,/Users/kerenhuang/join-order-benchmark/11b.sql,HASH_JOIN,2,False,76580,17,19,17,7,"INNER
link_type_id = id

[INFOSEPARATOR]
EC: 8
"
31,/Users/kerenhuang/join-order-benchmark/11b.sql,HASH_JOIN,1,False,29997,46583,29997,46583,19,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 50
"
32,/Users/kerenhuang/join-order-benchmark/11c.sql,HASH_JOIN,7,False,2884167,17,6946,17,6946,"INNER
link_type_id = id

[INFOSEPARATOR]
EC: 26
"
33,/Users/kerenhuang/join-order-benchmark/11c.sql,HASH_JOIN,6,False,134170,2749997,134170,780776,6946,"INNER
id = keyword_id

[INFOSEPARATOR]
EC: 26
"
34,/Users/kerenhuang/join-order-benchmark/11c.sql,HASH_JOIN,5,False,97854,2652143,97854,8393,780776,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 131
"
35,/Users/kerenhuang/join-order-benchmark/11c.sql,HASH_JOIN,4,False,2652141,2,8402,2,8393,"INNER
company_type_id = id

[INFOSEPARATOR]
EC: 69
"
36,/Users/kerenhuang/join-order-benchmark/11c.sql,HASH_JOIN,3,False,234997,2417144,234997,104935,8402,"INNER
id = company_id

[INFOSEPARATOR]
EC: 278
"
37,/Users/kerenhuang/join-order-benchmark/11c.sql,HASH_JOIN,2,False,99876,2317268,99876,29726,104935,"INNER
movie_id = movie_id

[INFOSEPARATOR]
EC: 1385
"
38,/Users/kerenhuang/join-order-benchmark/11c.sql,HASH_JOIN,1,False,2287271,29997,2287271,29997,29726,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 6346
"
39,/Users/kerenhuang/join-order-benchmark/11d.sql,HASH_JOIN,7,False,2884167,17,14899,17,14899,"INNER
link_type_id = id

[INFOSEPARATOR]
EC: 26
"
40,/Users/kerenhuang/join-order-benchmark/11d.sql,HASH_JOIN,6,False,134170,2749997,134170,3200479,14899,"INNER
id = keyword_id

[INFOSEPARATOR]
EC: 26
"
41,/Users/kerenhuang/join-order-benchmark/11d.sql,HASH_JOIN,5,False,97854,2652143,97854,95870,3200479,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 131
"
42,/Users/kerenhuang/join-order-benchmark/11d.sql,HASH_JOIN,4,False,2652141,2,103282,2,95870,"INNER
company_type_id = id

[INFOSEPARATOR]
EC: 69
"
43,/Users/kerenhuang/join-order-benchmark/11d.sql,HASH_JOIN,3,False,234997,2417144,234997,104935,103282,"INNER
id = company_id

[INFOSEPARATOR]
EC: 278
"
44,/Users/kerenhuang/join-order-benchmark/11d.sql,HASH_JOIN,2,False,99876,2317268,99876,29726,104935,"INNER
movie_id = movie_id

[INFOSEPARATOR]
EC: 1385
"
45,/Users/kerenhuang/join-order-benchmark/11d.sql,HASH_JOIN,1,False,2287271,29997,2287271,29997,29726,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 6346
"
46,/Users/kerenhuang/join-order-benchmark/12a.sql,HASH_JOIN,7,False,1,18026920,1,397,397,"INNER
id = info_type_id

[INFOSEPARATOR]
EC: 0
"
47,/Users/kerenhuang/join-order-benchmark/12a.sql,HASH_JOIN,6,False,14834457,3192463,14834457,5674,397,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 0
"
48,/Users/kerenhuang/join-order-benchmark/12a.sql,HASH_JOIN,5,False,3192462,1,9068,1,5674,"INNER
company_type_id = id

[INFOSEPARATOR]
EC: 0
"
49,/Users/kerenhuang/join-order-benchmark/12a.sql,HASH_JOIN,4,False,84843,3107619,84843,17301,9068,"INNER
id = company_id

[INFOSEPARATOR]
EC: 3
"
50,/Users/kerenhuang/join-order-benchmark/12a.sql,HASH_JOIN,3,False,2609129,498490,2609129,4047,17301,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 476
"
51,/Users/kerenhuang/join-order-benchmark/12a.sql,HASH_JOIN,2,False,445860,52630,445860,15849,4047,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 477
"
52,/Users/kerenhuang/join-order-benchmark/12a.sql,HASH_JOIN,1,False,52629,1,52629,1,15849,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 276007
"
53,/Users/kerenhuang/join-order-benchmark/12b.sql,HASH_JOIN,7,False,20289920,1,1210,1,10,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 0
"
54,/Users/kerenhuang/join-order-benchmark/12b.sql,HASH_JOIN,6,False,14834457,5455463,14834457,10,1210,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 4
"
55,/Users/kerenhuang/join-order-benchmark/12b.sql,HASH_JOIN,5,False,5455461,2,10,2,10,"INNER
company_type_id = id

[INFOSEPARATOR]
EC: 0
"
56,/Users/kerenhuang/join-order-benchmark/12b.sql,HASH_JOIN,4,False,84843,5370618,84843,33,10,"INNER
id = company_id

[INFOSEPARATOR]
EC: 3
"
57,/Users/kerenhuang/join-order-benchmark/12b.sql,HASH_JOIN,3,False,2609129,2761489,2609129,2,33,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 476
"
58,/Users/kerenhuang/join-order-benchmark/12b.sql,HASH_JOIN,2,False,1381453,1380036,1381453,10,2,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 477
"
59,/Users/kerenhuang/join-order-benchmark/12b.sql,HASH_JOIN,1,False,1380035,1,1380035,1,10,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 1380035
"
60,/Users/kerenhuang/join-order-benchmark/12c.sql,HASH_JOIN,7,False,1,18764070,1,4711,4711,"INNER
id = info_type_id

[INFOSEPARATOR]
EC: 0
"
61,/Users/kerenhuang/join-order-benchmark/12c.sql,HASH_JOIN,6,False,14834457,3929613,14834457,42332,4711,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 0
"
62,/Users/kerenhuang/join-order-benchmark/12c.sql,HASH_JOIN,5,False,3929612,1,73295,1,42332,"INNER
company_type_id = id

[INFOSEPARATOR]
EC: 0
"
63,/Users/kerenhuang/join-order-benchmark/12c.sql,HASH_JOIN,4,False,84843,3844769,84843,169157,73295,"INNER
id = company_id

[INFOSEPARATOR]
EC: 3
"
64,/Users/kerenhuang/join-order-benchmark/12c.sql,HASH_JOIN,3,False,2609129,1235640,2609129,52304,169157,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 476
"
65,/Users/kerenhuang/join-order-benchmark/12c.sql,HASH_JOIN,2,False,1042800,192840,1042800,121572,52304,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 477
"
66,/Users/kerenhuang/join-order-benchmark/12c.sql,HASH_JOIN,1,False,192839,1,192839,1,121572,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 276007
"
67,/Users/kerenhuang/join-order-benchmark/13a.sql,HASH_JOIN,8,False,21359119,1,516327,1,111101,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 0
"
68,/Users/kerenhuang/join-order-benchmark/13a.sql,HASH_JOIN,7,False,14834457,6524662,14834457,16470,516327,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 15
"
69,/Users/kerenhuang/join-order-benchmark/13a.sql,HASH_JOIN,6,False,6524661,1,31510,1,16470,"INNER
kind_id = id

[INFOSEPARATOR]
EC: 2
"
70,/Users/kerenhuang/join-order-benchmark/13a.sql,HASH_JOIN,5,False,2525744,3998917,2525744,31510,31510,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 19
"
71,/Users/kerenhuang/join-order-benchmark/13a.sql,HASH_JOIN,4,False,3998916,1,94568,1,31510,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 20
"
72,/Users/kerenhuang/join-order-benchmark/13a.sql,HASH_JOIN,3,False,1380011,2618905,1380011,71294,94568,"INNER
movie_id = movie_id

[INFOSEPARATOR]
EC: 2277
"
73,/Users/kerenhuang/join-order-benchmark/13a.sql,HASH_JOIN,2,False,2618904,1,148132,1,71294,"INNER
company_type_id = id

[INFOSEPARATOR]
EC: 4311
"
74,/Users/kerenhuang/join-order-benchmark/13a.sql,HASH_JOIN,1,False,2609129,9775,2609129,9775,148132,"INNER
company_id = id

[INFOSEPARATOR]
EC: 17245
"
75,/Users/kerenhuang/join-order-benchmark/13b.sql,HASH_JOIN,8,False,21434259,1,2122,1,372,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 0
"
76,/Users/kerenhuang/join-order-benchmark/13b.sql,HASH_JOIN,7,False,14834457,6599802,14834457,61,2122,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 3
"
77,/Users/kerenhuang/join-order-benchmark/13b.sql,HASH_JOIN,6,False,6599801,1,161,1,61,"INNER
company_type_id = id

[INFOSEPARATOR]
EC: 0
"
78,/Users/kerenhuang/join-order-benchmark/13b.sql,HASH_JOIN,5,False,84843,6514958,84843,313,161,"INNER
id = company_id

[INFOSEPARATOR]
EC: 2
"
79,/Users/kerenhuang/join-order-benchmark/13b.sql,HASH_JOIN,4,False,2609129,3905829,2609129,90,313,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 340
"
80,/Users/kerenhuang/join-order-benchmark/13b.sql,HASH_JOIN,3,False,3905828,1,352,1,90,"INNER
kind_id = id

[INFOSEPARATOR]
EC: 2385
"
81,/Users/kerenhuang/join-order-benchmark/13b.sql,HASH_JOIN,2,False,2525792,1380036,2525792,459925,352,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 2385
"
82,/Users/kerenhuang/join-order-benchmark/13b.sql,HASH_JOIN,1,False,1380035,1,1380035,1,459925,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 1380035
"
83,/Users/kerenhuang/join-order-benchmark/13c.sql,HASH_JOIN,8,False,21434259,1,218,1,53,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 0
"
84,/Users/kerenhuang/join-order-benchmark/13c.sql,HASH_JOIN,7,False,14834457,6599802,14834457,14,218,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 3
"
85,/Users/kerenhuang/join-order-benchmark/13c.sql,HASH_JOIN,6,False,6599801,1,47,1,14,"INNER
company_type_id = id

[INFOSEPARATOR]
EC: 0
"
86,/Users/kerenhuang/join-order-benchmark/13c.sql,HASH_JOIN,5,False,84843,6514958,84843,95,47,"INNER
id = company_id

[INFOSEPARATOR]
EC: 2
"
87,/Users/kerenhuang/join-order-benchmark/13c.sql,HASH_JOIN,4,False,2609129,3905829,2609129,29,95,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 340
"
88,/Users/kerenhuang/join-order-benchmark/13c.sql,HASH_JOIN,3,False,3905828,1,66,1,29,"INNER
kind_id = id

[INFOSEPARATOR]
EC: 2385
"
89,/Users/kerenhuang/join-order-benchmark/13c.sql,HASH_JOIN,2,False,2525792,1380036,2525792,459925,66,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 2385
"
90,/Users/kerenhuang/join-order-benchmark/13c.sql,HASH_JOIN,1,False,1380035,1,1380035,1,459925,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 1380035
"
91,/Users/kerenhuang/join-order-benchmark/13d.sql,HASH_JOIN,8,False,21434187,1,4316584,1,670390,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 0
"
92,/Users/kerenhuang/join-order-benchmark/13d.sql,HASH_JOIN,7,False,14834457,6599730,14834457,87293,4316584,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 15
"
93,/Users/kerenhuang/join-order-benchmark/13d.sql,HASH_JOIN,6,False,6599729,1,248554,1,87293,"INNER
kind_id = id

[INFOSEPARATOR]
EC: 2
"
94,/Users/kerenhuang/join-order-benchmark/13d.sql,HASH_JOIN,5,False,2525744,4073985,2525744,248554,248554,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 19
"
95,/Users/kerenhuang/join-order-benchmark/13d.sql,HASH_JOIN,4,False,4073984,1,746064,1,248554,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 20
"
96,/Users/kerenhuang/join-order-benchmark/13d.sql,HASH_JOIN,3,False,1380011,2693973,1380011,552328,746064,"INNER
movie_id = movie_id

[INFOSEPARATOR]
EC: 2277
"
97,/Users/kerenhuang/join-order-benchmark/13d.sql,HASH_JOIN,2,False,2693972,1,1153798,1,552328,"INNER
company_type_id = id

[INFOSEPARATOR]
EC: 4311
"
98,/Users/kerenhuang/join-order-benchmark/13d.sql,HASH_JOIN,1,False,2609129,84843,2609129,84843,1153798,"INNER
company_id = id

[INFOSEPARATOR]
EC: 17245
"
99,/Users/kerenhuang/join-order-benchmark/14a.sql,HASH_JOIN,7,False,134170,21088957,134170,75669,761,"INNER
id = keyword_id

[INFOSEPARATOR]
EC: 0
"
100,/Users/kerenhuang/join-order-benchmark/14a.sql,HASH_JOIN,6,False,4523924,16565033,4523924,8746,75669,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 1
"
101,/Users/kerenhuang/join-order-benchmark/14a.sql,HASH_JOIN,5,False,16565032,1,10078,1,8746,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 0
"
102,/Users/kerenhuang/join-order-benchmark/14a.sql,HASH_JOIN,4,False,14835730,1729302,14835720,17272,10078,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 77
"
103,/Users/kerenhuang/join-order-benchmark/14a.sql,HASH_JOIN,1,False,14835720,10,14835720,10,14835720,"MARK
info = #0

[INFOSEPARATOR]
EC: 14835720
"
104,/Users/kerenhuang/join-order-benchmark/14a.sql,HASH_JOIN,3,False,1729301,1,42711,1,17272,"INNER
kind_id = id

[INFOSEPARATOR]
EC: 68
"
105,/Users/kerenhuang/join-order-benchmark/14a.sql,HASH_JOIN,2,False,391666,1337635,391666,454230,42711,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 477
"
106,/Users/kerenhuang/join-order-benchmark/14a.sql,HASH_JOIN,1,False,1337634,1,1337634,1,454230,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 2464
"
107,/Users/kerenhuang/join-order-benchmark/14b.sql,HASH_JOIN,7,False,134170,20124732,134170,4,1,"INNER
id = keyword_id

[INFOSEPARATOR]
EC: 0
"
108,/Users/kerenhuang/join-order-benchmark/14b.sql,HASH_JOIN,6,False,4523924,15600808,4523924,2,4,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 0
"
109,/Users/kerenhuang/join-order-benchmark/14b.sql,HASH_JOIN,5,False,15600807,1,2,1,2,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 0
"
110,/Users/kerenhuang/join-order-benchmark/14b.sql,HASH_JOIN,4,False,14835730,765077,14835720,4,2,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 15
"
111,/Users/kerenhuang/join-order-benchmark/14b.sql,HASH_JOIN,1,False,14835720,10,14835720,10,14835720,"MARK
info = #0

[INFOSEPARATOR]
EC: 14835720
"
112,/Users/kerenhuang/join-order-benchmark/14b.sql,HASH_JOIN,3,False,765076,1,49,1,4,"INNER
kind_id = id

[INFOSEPARATOR]
EC: 13
"
113,/Users/kerenhuang/join-order-benchmark/14b.sql,HASH_JOIN,2,False,391666,373410,391666,259848,49,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 95
"
114,/Users/kerenhuang/join-order-benchmark/14b.sql,HASH_JOIN,1,False,373409,1,373409,1,259848,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 2464
"
115,/Users/kerenhuang/join-order-benchmark/14c.sql,HASH_JOIN,7,False,134170,21710217,134170,460150,4115,"INNER
id = keyword_id

[INFOSEPARATOR]
EC: 0
"
116,/Users/kerenhuang/join-order-benchmark/14c.sql,HASH_JOIN,6,False,4523924,17186293,4523924,44414,460150,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 1
"
117,/Users/kerenhuang/join-order-benchmark/14c.sql,HASH_JOIN,5,False,17186292,1,50884,1,44414,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 0
"
118,/Users/kerenhuang/join-order-benchmark/14c.sql,HASH_JOIN,4,False,14835730,2350562,14835720,106971,50884,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 77
"
119,/Users/kerenhuang/join-order-benchmark/14c.sql,HASH_JOIN,1,False,14835720,10,14835720,10,14835720,"MARK
info = #0

[INFOSEPARATOR]
EC: 14835720
"
120,/Users/kerenhuang/join-order-benchmark/14c.sql,HASH_JOIN,3,False,2350555,7,140455,7,106971,"INNER
kind_id = id

[INFOSEPARATOR]
EC: 68
"
121,/Users/kerenhuang/join-order-benchmark/14c.sql,HASH_JOIN,2,False,1012920,1337635,1012920,454230,140455,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 477
"
122,/Users/kerenhuang/join-order-benchmark/14c.sql,HASH_JOIN,1,False,1337634,1,1337634,1,454230,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 2464
"
123,/Users/kerenhuang/join-order-benchmark/15a.sql,HASH_JOIN,8,False,134170,10239935,134170,328,328,"INNER
id = keyword_id

[INFOSEPARATOR]
EC: 0
"
124,/Users/kerenhuang/join-order-benchmark/15a.sql,HASH_JOIN,7,False,4523869,5716066,4523869,57,328,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 0
"
125,/Users/kerenhuang/join-order-benchmark/15a.sql,HASH_JOIN,6,False,2,5716064,2,57,57,"INNER
id = company_type_id

[INFOSEPARATOR]
EC: 0
"
126,/Users/kerenhuang/join-order-benchmark/15a.sql,HASH_JOIN,5,False,1381453,4334611,1381453,71,57,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 0
"
127,/Users/kerenhuang/join-order-benchmark/15a.sql,HASH_JOIN,4,False,4334610,1,71,1,71,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 0
"
128,/Users/kerenhuang/join-order-benchmark/15a.sql,HASH_JOIN,3,False,1279430,3055180,1279430,13699,71,"INNER
movie_id = movie_id

[INFOSEPARATOR]
EC: 108
"
129,/Users/kerenhuang/join-order-benchmark/15a.sql,HASH_JOIN,2,False,361379,2693801,361379,43837,13699,"INNER
movie_id = movie_id

[INFOSEPARATOR]
EC: 477
"
130,/Users/kerenhuang/join-order-benchmark/15a.sql,HASH_JOIN,1,False,2608958,84843,2608958,84843,43837,"INNER
company_id = id

[INFOSEPARATOR]
EC: 521825
"
131,/Users/kerenhuang/join-order-benchmark/15b.sql,HASH_JOIN,8,False,134170,9489899,134170,37,37,"INNER
id = keyword_id

[INFOSEPARATOR]
EC: 0
"
132,/Users/kerenhuang/join-order-benchmark/15b.sql,HASH_JOIN,7,False,4523869,4966030,4523869,3,37,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 0
"
133,/Users/kerenhuang/join-order-benchmark/15b.sql,HASH_JOIN,6,False,2,4966028,2,3,3,"INNER
id = company_type_id

[INFOSEPARATOR]
EC: 0
"
134,/Users/kerenhuang/join-order-benchmark/15b.sql,HASH_JOIN,5,False,716259,4249769,716259,3,3,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 0
"
135,/Users/kerenhuang/join-order-benchmark/15b.sql,HASH_JOIN,4,False,1,4249768,1,3,3,"INNER
id = info_type_id

[INFOSEPARATOR]
EC: 0
"
136,/Users/kerenhuang/join-order-benchmark/15b.sql,HASH_JOIN,3,False,1279430,2970338,1279430,27,3,"INNER
movie_id = movie_id

[INFOSEPARATOR]
EC: 0
"
137,/Users/kerenhuang/join-order-benchmark/15b.sql,HASH_JOIN,2,False,361379,2608959,361379,278,27,"INNER
movie_id = movie_id

[INFOSEPARATOR]
EC: 0
"
138,/Users/kerenhuang/join-order-benchmark/15b.sql,HASH_JOIN,1,False,2608958,1,2608958,1,278,"INNER
company_id = id

[INFOSEPARATOR]
EC: 521825
"
139,/Users/kerenhuang/join-order-benchmark/15c.sql,HASH_JOIN,8,False,134170,24162179,134170,2271,2271,"INNER
id = keyword_id

[INFOSEPARATOR]
EC: 8
"
140,/Users/kerenhuang/join-order-benchmark/15c.sql,HASH_JOIN,7,False,4523869,19638310,4523869,284,2271,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 8
"
141,/Users/kerenhuang/join-order-benchmark/15c.sql,HASH_JOIN,6,False,2,19638308,2,284,284,"INNER
id = company_type_id

[INFOSEPARATOR]
EC: 4
"
142,/Users/kerenhuang/join-order-benchmark/15c.sql,HASH_JOIN,5,False,19638307,1,284,1,284,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 4
"
143,/Users/kerenhuang/join-order-benchmark/15c.sql,HASH_JOIN,4,False,14834095,4804212,14834095,218489,284,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 524
"
144,/Users/kerenhuang/join-order-benchmark/15c.sql,HASH_JOIN,3,False,1749032,3055180,1749032,627946,218489,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 461
"
145,/Users/kerenhuang/join-order-benchmark/15c.sql,HASH_JOIN,2,False,361379,2693801,361379,1153657,627946,"INNER
movie_id = movie_id

[INFOSEPARATOR]
EC: 2386
"
146,/Users/kerenhuang/join-order-benchmark/15c.sql,HASH_JOIN,1,False,2608958,84843,2608958,84843,1153657,"INNER
company_id = id

[INFOSEPARATOR]
EC: 2609129
"
147,/Users/kerenhuang/join-order-benchmark/15d.sql,HASH_JOIN,8,False,134170,24162179,134170,11347,11347,"INNER
id = keyword_id

[INFOSEPARATOR]
EC: 8
"
148,/Users/kerenhuang/join-order-benchmark/15d.sql,HASH_JOIN,7,False,4523869,19638310,4523869,875,11347,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 8
"
149,/Users/kerenhuang/join-order-benchmark/15d.sql,HASH_JOIN,6,False,2,19638308,2,875,875,"INNER
id = company_type_id

[INFOSEPARATOR]
EC: 4
"
150,/Users/kerenhuang/join-order-benchmark/15d.sql,HASH_JOIN,5,False,19638307,1,1121,1,875,"INNER
info_type_id = id

[INFOSEPARATOR]
EC: 4
"
151,/Users/kerenhuang/join-order-benchmark/15d.sql,HASH_JOIN,4,False,14834095,4804212,14834095,218489,1121,"INNER
movie_id = id

[INFOSEPARATOR]
EC: 524
"
152,/Users/kerenhuang/join-order-benchmark/15d.sql,HASH_JOIN,3,False,1749032,3055180,1749032,627946,218489,"INNER
id = movie_id

[INFOSEPARATOR]
EC: 461
"
153,/Users/kerenhuang/join-order-benchmark/15d.sql,HASH_JOIN,2,False,361379,2693801,361379,1153657,627946,"INNER
movie_id = movie_id

[INFOSEPARATOR]
EC: 2386
"
154,/Users/kerenhuang/join-order-benchmark/15d.sql,HASH_JOIN,1,False,2608958,84843,2608958,84843,1153657,"INNER
company_id = id

[INFOSEPARATOR]
EC: 2609129
"
